,CustomerID,recency,frequency,monetary,rq,fq,mq,r_total,rfm_score,segment_5,segment_3,segment_4
862,14041,265,1,141.41,1,1,1,3,111,Hibernating,low,Hibernating
863,14044,26,4,652.82,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
864,14045,108,4,1659.75,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
865,14046,283,1,154.99,1,1,1,3,111,Hibernating,low,Hibernating
866,14047,8,5,1308.6100000000001,4,3,3,10,433,Potential Loyalists,high,Best of the Best
867,14048,304,1,409.93,1,1,2,4,112,Hibernating,low,Hibernating
868,14049,16,4,5681.72,4,3,4,11,434,Potential Loyalists,high,Best of the Best
869,14050,31,2,746.36,3,2,3,8,323,New Customers,moderate,High Potential
870,14051,0,23,15610.390000000001,4,4,4,12,444,Champions,high,Best of the Best
871,14052,19,1,225.35999999999999,3,1,1,5,311,New Customers,low,High Potential
872,14053,123,2,260.25,2,2,1,5,221,Hibernating,low,Hibernating
873,14054,64,1,92.46,2,1,1,4,211,Hibernating,low,Hibernating
874,14055,105,1,725.6400000000001,2,1,3,6,213,Hibernating,low,Hibernating
875,14056,0,23,8214.65,4,4,4,12,444,Champions,high,Best of the Best
876,14057,23,17,6217.96,3,4,4,11,344,Potential Loyalists,high,Best of the Best
877,14059,266,1,183.6,1,1,1,3,111,Hibernating,low,Hibernating
878,14060,4,19,6140.42,4,4,4,12,444,Champions,high,Best of the Best
879,14062,9,12,10464.85,4,4,4,12,444,Champions,high,Best of the Best
880,14064,28,5,1353.74,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
881,14066,266,1,152.55,1,1,1,3,111,Hibernating,low,Hibernating
882,14067,63,2,374.69999999999993,2,2,2,6,222,Hibernating,low,Hibernating
883,14068,319,1,265.85,1,1,1,3,111,Hibernating,low,Hibernating
884,14071,3,8,1438.82,4,4,3,11,443,Champions,high,Best of the Best
885,14073,31,1,151.04,3,1,1,5,311,New Customers,low,High Potential
886,14075,4,3,942.26,4,3,3,10,433,Potential Loyalists,high,Best of the Best
887,14076,128,1,122.47,2,1,1,4,211,Hibernating,low,Hibernating
888,14077,40,5,499.41999999999996,3,3,2,8,332,Potential Loyalists,moderate,High Potential
889,14078,101,6,1049.37,2,4,3,9,243,Can't Loose Them,moderate,Can't Loose Them
890,14079,124,1,375.1000000000001,2,1,2,5,212,Hibernating,low,Hibernating
891,14080,32,1,45.599999999999994,3,1,1,5,311,New Customers,low,High Potential
892,14081,301,2,934.52,1,2,3,6,123,Hibernating,low,Hibernating
893,14082,364,1,182.25,1,1,1,3,111,Hibernating,low,Hibernating
894,14083,3,9,1018.43,4,4,3,11,443,Champions,high,Best of the Best
895,14085,1,18,4448.54,4,4,4,12,444,Champions,high,Best of the Best
896,14087,2,1,194.42,4,1,1,6,411,New Customers,low,High Potential
897,14088,9,13,50491.81,4,4,4,12,444,Champions,high,Best of the Best
898,14089,56,1,161.0,2,1,1,4,211,Hibernating,low,Hibernating
899,14090,324,1,76.32000000000001,1,1,1,3,111,Hibernating,low,Hibernating
900,14092,7,14,4076.91,4,4,4,12,444,Champions,high,Best of the Best
901,14093,11,1,442.85,4,1,2,7,412,New Customers,moderate,High Potential
902,14096,3,17,65164.79,4,4,4,12,444,Champions,high,Best of the Best
903,14098,36,1,147.35,3,1,1,5,311,New Customers,low,High Potential
904,14099,15,11,3104.17,4,4,4,12,444,Champions,high,Best of the Best
905,14100,137,1,194.90000000000003,2,1,1,4,211,Hibernating,low,Hibernating
906,14101,73,6,5976.79,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
907,14102,4,5,1360.28,4,3,3,10,433,Potential Loyalists,high,Best of the Best
908,14104,153,2,216.20999999999998,1,2,1,4,121,Hibernating,low,Hibernating
909,14105,238,1,1266.23,1,1,3,5,113,Hibernating,low,Hibernating
910,14107,51,7,2703.23,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
911,14108,30,2,597.91,3,2,2,7,322,New Customers,moderate,High Potential
912,14109,72,1,144.2,2,1,1,4,211,Hibernating,low,Hibernating
913,14110,3,12,5683.15,4,4,4,12,444,Champions,high,Best of the Best
914,14111,13,4,692.85,4,3,3,10,433,Potential Loyalists,high,Best of the Best
915,14112,22,7,2915.15,3,4,4,11,344,Potential Loyalists,high,Best of the Best
916,14113,3,4,1840.42,4,3,4,11,434,Potential Loyalists,high,Best of the Best
917,14114,273,2,386.53,1,2,2,5,122,Hibernating,low,Hibernating
918,14116,19,5,1382.74,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
919,14117,143,1,90.0,1,1,1,3,111,Hibernating,low,Hibernating
920,14121,3,4,2780.15,4,3,4,11,434,Potential Loyalists,high,Best of the Best
921,14124,83,1,419.58000000000004,2,1,2,5,212,Hibernating,low,Hibernating
922,14125,10,3,2740.43,4,3,4,11,434,Potential Loyalists,high,Best of the Best
923,14126,7,3,706.13,4,3,3,10,433,Potential Loyalists,high,Best of the Best
924,14127,122,3,709.71,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
925,14128,60,2,637.5,2,2,2,6,222,Hibernating,low,Hibernating
926,14129,1,5,1123.8600000000001,4,3,3,10,433,Potential Loyalists,high,Best of the Best
927,14130,318,1,483.86,1,1,2,4,112,Hibernating,low,Hibernating
928,14132,1,11,3586.03,4,4,4,12,444,Champions,high,Best of the Best
929,14133,129,3,605.64,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
930,14135,1,15,4690.31,4,4,4,12,444,Champions,high,Best of the Best
931,14138,1,2,982.3800000000002,4,2,3,9,423,New Customers,moderate,High Potential
932,14139,45,1,415.82,3,1,2,6,312,New Customers,low,High Potential
933,14140,3,2,935.05,4,2,3,9,423,New Customers,moderate,High Potential
934,14141,2,4,915.1299999999999,4,3,3,10,433,Potential Loyalists,high,Best of the Best
935,14142,372,1,311.81,1,1,2,4,112,Hibernating,low,Hibernating
936,14143,133,1,115.8,2,1,1,4,211,Hibernating,low,Hibernating
937,14145,46,4,3742.2,3,3,4,10,334,Potential Loyalists,high,Best of the Best
938,14146,8,5,4191.0,4,3,4,11,434,Potential Loyalists,high,Best of the Best
939,14147,77,2,483.4,2,2,2,6,222,Hibernating,low,Hibernating
940,14148,233,1,157.2,1,1,1,3,111,Hibernating,low,Hibernating
941,14149,220,1,446.62,1,1,2,4,112,Hibernating,low,Hibernating
942,14150,35,2,658.64,3,2,3,8,323,New Customers,moderate,High Potential
943,14152,74,2,621.29,2,2,2,6,222,Hibernating,low,Hibernating
944,14154,238,2,1345.62,1,2,3,6,123,Hibernating,low,Hibernating
945,14155,265,1,118.75,1,1,1,3,111,Hibernating,low,Hibernating
946,14157,19,2,432.87999999999994,3,2,2,7,322,New Customers,moderate,High Potential
947,14158,39,1,507.66,3,1,2,6,312,New Customers,low,High Potential
948,14159,19,11,4693.01,3,4,4,11,344,Potential Loyalists,high,Best of the Best
949,14161,215,3,1110.52,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
950,14162,173,2,289.36,1,2,1,4,121,Hibernating,low,Hibernating
951,14163,86,4,2445.91,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
952,14164,70,2,1631.77,2,2,4,8,224,Hibernating,moderate,Hibernating
953,14165,275,1,122.54,1,1,1,3,111,Hibernating,low,Hibernating
954,14167,38,4,574.84,3,3,2,8,332,Potential Loyalists,moderate,High Potential
955,14171,97,1,363.79,2,1,2,5,212,Hibernating,low,Hibernating
956,14173,10,4,450.84,4,3,2,9,432,Potential Loyalists,moderate,High Potential
957,14174,32,1,134.46,3,1,1,5,311,New Customers,low,High Potential
958,14175,59,3,3222.3,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
959,14176,296,4,576.9000000000001,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
960,14177,85,4,559.41,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
961,14178,8,7,1620.93,4,4,4,12,444,Champions,high,Best of the Best
962,14179,40,2,719.78,3,2,3,8,323,New Customers,moderate,High Potential
963,14180,10,25,4748.52,4,4,4,12,444,Champions,high,Best of the Best
964,14184,66,1,452.89000000000004,2,1,2,5,212,Hibernating,low,Hibernating
965,14185,330,1,197.65,1,1,1,3,111,Hibernating,low,Hibernating
966,14188,30,6,2054.36,3,4,4,11,344,Potential Loyalists,high,Best of the Best
967,14189,1,15,4654.08,4,4,4,12,444,Champions,high,Best of the Best
968,14191,1,13,4684.76,4,4,4,12,444,Champions,high,Best of the Best
969,14193,67,2,853.39,2,2,3,7,223,Hibernating,moderate,Hibernating
970,14194,4,21,11349.52,4,4,4,12,444,Champions,high,Best of the Best
971,14195,201,2,1012.0,1,2,3,6,123,Hibernating,low,Hibernating
972,14196,106,1,335.52,2,1,2,5,212,Hibernating,low,Hibernating
973,14198,17,4,701.4,4,3,3,10,433,Potential Loyalists,high,Best of the Best
974,14199,217,1,185.39999999999998,1,1,1,3,111,Hibernating,low,Hibernating
975,14201,59,7,747.44,2,4,3,9,243,Can't Loose Them,moderate,Can't Loose Them
976,14204,1,1,161.03,4,1,1,6,411,New Customers,low,High Potential
977,14205,16,2,466.7,4,2,2,8,422,New Customers,moderate,High Potential
978,14206,238,1,328.15999999999997,1,1,2,4,112,Hibernating,low,Hibernating
979,14208,94,1,151.74,2,1,1,4,211,Hibernating,low,Hibernating
980,14209,10,6,2073.43,4,4,4,12,444,Champions,high,Best of the Best
981,14210,105,6,1905.8400000000001,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
982,14211,52,9,2241.1,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
983,14212,89,1,1070.48,2,1,3,6,213,Hibernating,low,Hibernating
984,14214,30,5,1004.3800000000001,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
985,14215,11,6,1789.72,4,4,4,12,444,Champions,high,Best of the Best
986,14216,2,4,1839.3,4,3,4,11,434,Potential Loyalists,high,Best of the Best
987,14217,1,17,2004.98,4,4,4,12,444,Champions,high,Best of the Best
988,14218,42,1,169.48000000000002,3,1,1,5,311,New Customers,low,High Potential
989,14219,3,1,89.93999999999998,4,1,1,6,411,New Customers,low,High Potential
990,14220,246,2,632.4,1,2,2,5,122,Hibernating,low,Hibernating
991,14221,41,9,3432.8,3,4,4,11,344,Potential Loyalists,high,Best of the Best
992,14222,176,1,683.17,1,1,3,5,113,Hibernating,low,Hibernating
993,14223,91,3,991.13,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
994,14224,109,4,1050.12,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
995,14226,28,5,2232.19,3,3,4,10,334,Potential Loyalists,high,Best of the Best
996,14227,25,10,3350.96,3,4,4,11,344,Potential Loyalists,high,Best of the Best
997,14229,51,3,1547.2,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
998,14231,183,3,925.71,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
999,14232,42,5,2048.07,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1000,14233,48,4,1462.72,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1001,14234,21,4,775.46,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1002,14235,74,5,3144.86,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
1003,14236,80,2,490.86,2,2,2,6,222,Hibernating,low,Hibernating
1004,14237,372,1,161.0,1,1,1,3,111,Hibernating,low,Hibernating
1005,14238,325,1,146.85,1,1,1,3,111,Hibernating,low,Hibernating
1006,14239,42,11,2380.85,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1007,14240,29,2,890.3399999999999,3,2,3,8,323,New Customers,moderate,High Potential
1008,14241,183,1,213.7,1,1,1,3,111,Hibernating,low,Hibernating
1009,14242,234,2,280.55,1,2,1,4,121,Hibernating,low,Hibernating
1010,14243,8,10,2588.77,4,4,4,12,444,Champions,high,Best of the Best
1011,14245,219,2,1693.45,1,2,4,7,124,Hibernating,moderate,Hibernating
1012,14246,110,3,1474.06,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1013,14247,277,1,136.76999999999998,1,1,1,3,111,Hibernating,low,Hibernating
1014,14248,317,1,302.58,1,1,2,4,112,Hibernating,low,Hibernating
1015,14250,6,3,1904.05,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1016,14251,1,5,2879.7000000000003,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1017,14256,259,2,969.0600000000001,1,2,3,6,123,Hibernating,low,Hibernating
1018,14257,63,5,3099.7200000000003,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
1019,14258,8,9,12669.98,4,4,4,12,444,Champions,high,Best of the Best
1020,14259,141,1,120.0,2,1,1,4,211,Hibernating,low,Hibernating
1021,14261,50,2,1163.45,3,2,3,8,323,New Customers,moderate,High Potential
1022,14262,7,8,2618.23,4,4,4,12,444,Champions,high,Best of the Best
1023,14264,154,2,333.97,1,2,2,5,122,Hibernating,low,Hibernating
1024,14267,162,3,1516.24,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
1025,14270,331,1,492.65000000000003,1,1,2,4,112,Hibernating,low,Hibernating
1026,14271,225,1,112.31999999999998,1,1,1,3,111,Hibernating,low,Hibernating
1027,14272,73,2,437.96,2,2,2,6,222,Hibernating,low,Hibernating
1028,14273,50,4,559.97,3,3,2,8,332,Potential Loyalists,moderate,High Potential
1029,14276,98,3,1119.74,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1030,14280,196,1,134.04,1,1,1,3,111,Hibernating,low,Hibernating
1031,14282,2,15,3729.34,4,4,4,12,444,Champions,high,Best of the Best
1032,14284,30,2,595.25,3,2,2,7,322,New Customers,moderate,High Potential
1033,14285,20,4,1910.01,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1034,14286,23,3,4628.75,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1035,14287,7,3,176.63,4,3,1,8,431,Potential Loyalists,moderate,High Potential
1036,14288,212,1,426.6,1,1,2,4,112,Hibernating,low,Hibernating
1037,14289,8,6,911.26,4,4,3,11,443,Champions,high,Best of the Best
1038,14290,10,5,2314.65,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1039,14291,1,11,3883.25,4,4,4,12,444,Champions,high,Best of the Best
1040,14292,7,9,4871.93,4,4,4,12,444,Champions,high,Best of the Best
1041,14293,2,4,1046.56,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1042,14295,39,1,166.20000000000002,3,1,1,5,311,New Customers,low,High Potential
1043,14297,17,4,1305.33,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1044,14298,7,44,51527.3,4,4,4,12,444,Champions,high,Best of the Best
1045,14299,7,9,3965.6200000000003,4,4,4,12,444,Champions,high,Best of the Best
1046,14300,18,1,43.20000000000001,3,1,1,5,311,New Customers,low,High Potential
1047,14301,116,1,640.14,2,1,2,5,212,Hibernating,low,Hibernating
1048,14304,222,1,383.45,1,1,2,4,112,Hibernating,low,Hibernating
1049,14305,70,3,1858.9600000000003,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
1050,14306,50,2,2093.32,3,2,4,9,324,New Customers,moderate,High Potential
1051,14307,88,6,2995.72,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1052,14309,7,9,2352.53,4,4,4,12,444,Champions,high,Best of the Best
1053,14311,242,1,310.26,1,1,2,4,112,Hibernating,low,Hibernating
1054,14312,46,6,1611.59,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1055,14314,106,1,120.0,2,1,1,4,211,Hibernating,low,Hibernating
1056,14315,44,6,2481.13,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1057,14317,64,1,508.5800000000001,2,1,2,5,212,Hibernating,low,Hibernating
1058,14320,206,2,477.79,1,2,2,5,122,Hibernating,low,Hibernating
1059,14321,10,5,1530.75,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1060,14323,114,2,605.0600000000001,2,2,2,6,222,Hibernating,low,Hibernating
1061,14326,241,1,183.85,1,1,1,3,111,Hibernating,low,Hibernating
1062,14327,162,1,311.65,1,1,2,4,112,Hibernating,low,Hibernating
1063,14329,16,7,5014.84,4,4,4,12,444,Champions,high,Best of the Best
1064,14331,123,2,462.65999999999997,2,2,2,6,222,Hibernating,low,Hibernating
1065,14332,22,3,866.31,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1066,14333,67,1,415.2,2,1,2,5,212,Hibernating,low,Hibernating
1067,14334,16,8,2552.21,4,4,4,12,444,Champions,high,Best of the Best
1068,14336,16,4,1614.9099999999999,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1069,14338,160,2,588.22,1,2,2,5,122,Hibernating,low,Hibernating
1070,14339,242,1,309.52,1,1,2,4,112,Hibernating,low,Hibernating
1071,14340,218,1,134.7,1,1,1,3,111,Hibernating,low,Hibernating
1072,14341,44,8,2182.28,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1073,14342,20,4,668.5600000000001,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1074,14344,126,8,889.9300000000001,2,4,3,9,243,Can't Loose Them,moderate,Can't Loose Them
1075,14345,38,1,108.97999999999998,3,1,1,5,311,New Customers,low,High Potential
1076,14346,120,2,1021.58,2,2,3,7,223,Hibernating,moderate,Hibernating
1077,14348,259,1,409.57,1,1,2,4,112,Hibernating,low,Hibernating
1078,14349,9,1,133.5,4,1,1,6,411,New Customers,low,High Potential
1079,14350,273,1,282.93,1,1,1,3,111,Hibernating,low,Hibernating
1080,14351,164,1,51.0,1,1,1,3,111,Hibernating,low,Hibernating
1081,14352,156,4,1078.96,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
1082,14353,214,1,90.59999999999998,1,1,1,3,111,Hibernating,low,Hibernating
1083,14354,5,2,163.62,4,2,1,7,421,New Customers,moderate,High Potential
1084,14355,365,1,174.4,1,1,1,3,111,Hibernating,low,Hibernating
1085,14356,79,2,701.23,2,2,3,7,223,Hibernating,moderate,Hibernating
1086,14357,42,1,225.76999999999998,3,1,1,5,311,New Customers,low,High Potential
1087,14359,18,3,912.18,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1088,14360,31,4,2128.23,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1089,14362,21,1,161.2,3,1,1,5,311,New Customers,low,High Potential
1090,14364,108,8,3717.35,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1091,14367,7,16,9261.52,4,4,4,12,444,Champions,high,Best of the Best
1092,14368,319,1,155.0,1,1,1,3,111,Hibernating,low,Hibernating
1093,14371,294,1,100.5,1,1,1,3,111,Hibernating,low,Hibernating
1094,14373,357,1,76.55,1,1,1,3,111,Hibernating,low,Hibernating
1095,14375,184,1,257.68,1,1,1,3,111,Hibernating,low,Hibernating
1096,14377,190,2,617.05,1,2,2,5,122,Hibernating,low,Hibernating
1097,14379,43,2,348.1,3,2,2,7,322,New Customers,moderate,High Potential
1098,14381,51,1,202.68,2,1,1,4,211,Hibernating,low,Hibernating
1099,14382,25,1,626.0699999999999,3,1,2,6,312,New Customers,low,High Potential
1100,14383,37,3,1247.69,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1101,14385,8,3,202.10999999999999,4,3,1,8,431,Potential Loyalists,moderate,High Potential
1102,14386,296,1,142.4,1,1,1,3,111,Hibernating,low,Hibernating
1103,14387,32,3,1770.56,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1104,14388,9,8,3212.84,4,4,4,12,444,Champions,high,Best of the Best
1105,14389,64,2,1043.46,2,2,3,7,223,Hibernating,moderate,Hibernating
1106,14390,9,9,4652.82,4,4,4,12,444,Champions,high,Best of the Best
1107,14393,217,1,67.95,1,1,1,3,111,Hibernating,low,Hibernating
1108,14395,1,9,3507.71,4,4,4,12,444,Champions,high,Best of the Best
1109,14396,64,2,487.99000000000007,2,2,2,6,222,Hibernating,low,Hibernating
1110,14397,2,19,2612.96,4,4,4,12,444,Champions,high,Best of the Best
1111,14400,148,1,574.7,1,1,2,4,112,Hibernating,low,Hibernating
1112,14401,3,13,4051.48,4,4,4,12,444,Champions,high,Best of the Best
1113,14403,129,4,1475.81,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1114,14404,33,6,1474.32,3,4,3,10,343,Potential Loyalists,high,Best of the Best
1115,14406,118,1,156.75,2,1,1,4,211,Hibernating,low,Hibernating
1116,14407,106,6,2157.73,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1117,14408,10,7,2606.53,4,4,4,12,444,Champions,high,Best of the Best
1118,14409,70,6,2059.4500000000003,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1119,14410,91,9,1105.07,2,4,3,9,243,Can't Loose Them,moderate,Can't Loose Them
1120,14411,310,1,1063.0,1,1,3,5,113,Hibernating,low,Hibernating
1121,14412,42,2,770.03,3,2,3,8,323,New Customers,moderate,High Potential
1122,14413,361,1,122.7,1,1,1,3,111,Hibernating,low,Hibernating
1123,14414,91,7,1496.98,2,4,3,9,243,Can't Loose Them,moderate,Can't Loose Them
1124,14415,0,13,5900.28,4,4,4,12,444,Champions,high,Best of the Best
1125,14416,21,2,490.21999999999997,3,2,2,7,322,New Customers,moderate,High Potential
1126,14418,3,3,1937.25,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1127,14419,10,6,1058.06,4,4,3,11,443,Champions,high,Best of the Best
1128,14420,98,1,387.52,2,1,2,5,212,Hibernating,low,Hibernating
1129,14421,56,2,813.11,2,2,3,7,223,Hibernating,moderate,Hibernating
1130,14422,0,6,4263.64,4,4,4,12,444,Champions,high,Best of the Best
1131,14423,217,1,265.2,1,1,1,3,111,Hibernating,low,Hibernating
1132,14424,17,1,322.08,4,1,2,7,412,New Customers,moderate,High Potential
1133,14426,23,10,4481.67,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1134,14427,49,2,363.34000000000003,3,2,2,7,322,New Customers,moderate,High Potential
1135,14428,6,5,1244.83,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1136,14431,302,1,470.36,1,1,2,4,112,Hibernating,low,Hibernating
1137,14432,9,6,2255.51,4,4,4,12,444,Champions,high,Best of the Best
1138,14434,21,6,1372.8,3,4,3,10,343,Potential Loyalists,high,Best of the Best
1139,14436,98,1,89.06,2,1,1,4,211,Hibernating,low,Hibernating
1140,14437,365,1,63.0,1,1,1,3,111,Hibernating,low,Hibernating
1141,14438,305,1,131.9,1,1,1,3,111,Hibernating,low,Hibernating
1142,14440,7,5,2357.6800000000003,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1143,14441,0,4,1712.89,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1144,14443,53,4,1420.2,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1145,14446,0,4,1039.58,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1146,14447,18,5,1163.23,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1147,14448,8,2,375.35,4,2,2,8,422,New Customers,moderate,High Potential
1148,14449,18,4,907.1,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1149,14450,180,3,483.25,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
1150,14451,59,2,662.59,2,2,3,7,223,Hibernating,moderate,Hibernating
1151,14452,10,2,264.44,4,2,1,7,421,New Customers,moderate,High Potential
1152,14453,189,1,119.93,1,1,1,3,111,Hibernating,low,Hibernating
1153,14456,4,9,3062.4,4,4,4,12,444,Champions,high,Best of the Best
1154,14457,310,1,113.64,1,1,1,3,111,Hibernating,low,Hibernating
1155,14459,154,1,1837.9200000000003,1,1,4,6,114,Hibernating,low,Hibernating
1156,14460,109,3,434.34,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
1157,14461,147,3,2103.06,1,3,4,8,134,Can't Loose Them,moderate,Can't Loose Them
1158,14462,65,11,2004.02,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1159,14463,97,3,529.62,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
1160,14465,246,3,1058.6200000000001,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
1161,14466,28,7,2272.4,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1162,14467,17,4,598.76,4,3,2,9,432,Potential Loyalists,moderate,High Potential
1163,14470,11,2,461.18999999999994,4,2,2,8,422,New Customers,moderate,High Potential
1164,14472,103,8,1936.8399999999997,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1165,14473,73,2,234.34,2,2,1,5,221,Hibernating,low,Hibernating
1166,14474,45,1,547.66,3,1,2,6,312,New Customers,low,High Potential
1167,14475,71,3,925.8500000000001,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1168,14476,256,1,215.70000000000002,1,1,1,3,111,Hibernating,low,Hibernating
1169,14477,19,4,1309.6,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1170,14479,253,2,316.25,1,2,2,5,122,Hibernating,low,Hibernating
1171,14480,10,1,279.05,4,1,1,6,411,New Customers,low,High Potential
1172,14481,164,2,636.51,1,2,2,5,122,Hibernating,low,Hibernating
1173,14482,17,6,2068.15,4,4,4,12,444,Champions,high,Best of the Best
1174,14483,281,1,137.1,1,1,1,3,111,Hibernating,low,Hibernating
1175,14484,49,1,321.92,3,1,2,6,312,New Customers,low,High Potential
1176,14485,38,1,165.75,3,1,1,5,311,New Customers,low,High Potential
1177,14487,26,6,1196.33,3,4,3,10,343,Potential Loyalists,high,Best of the Best
1178,14488,67,1,1064.28,2,1,3,6,213,Hibernating,low,Hibernating
1179,14489,206,1,463.38,1,1,2,4,112,Hibernating,low,Hibernating
1180,14491,174,2,340.93,1,2,2,5,122,Hibernating,low,Hibernating
1181,14493,6,5,2383.2400000000002,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1182,14494,25,1,139.56,3,1,1,5,311,New Customers,low,High Potential
1183,14495,50,2,123.8,3,2,1,6,321,New Customers,low,High Potential
1184,14496,311,2,538.8100000000001,1,2,2,5,122,Hibernating,low,Hibernating
1185,14497,308,1,475.37,1,1,2,4,112,Hibernating,low,Hibernating
1186,14498,42,5,1957.32,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1187,14499,25,3,815.32,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1188,14500,87,3,356.85,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
1189,14501,183,2,251.20999999999998,1,2,1,4,121,Hibernating,low,Hibernating
1190,14502,19,11,2470.67,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1191,14503,2,6,3543.26,4,4,4,12,444,Champions,high,Best of the Best
1192,14504,46,4,673.2599999999999,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1193,14505,16,8,5905.64,4,4,4,12,444,Champions,high,Best of the Best
1194,14506,16,5,2012.1699999999998,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1195,14507,23,6,1383.18,3,4,3,10,343,Potential Loyalists,high,Best of the Best
1196,14508,21,2,276.42,3,2,1,6,321,New Customers,low,High Potential
1197,14511,10,5,1314.81,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1198,14512,187,2,275.28,1,2,1,4,121,Hibernating,low,Hibernating
1199,14513,100,3,455.59,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
1200,14514,60,3,1055.35,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1201,14515,17,6,2102.09,4,4,4,12,444,Champions,high,Best of the Best
1202,14517,32,2,330.45,3,2,2,7,322,New Customers,moderate,High Potential
1203,14518,63,1,174.37,2,1,1,4,211,Hibernating,low,Hibernating
1204,14520,1,2,270.6,4,2,1,7,421,New Customers,moderate,High Potential
1205,14522,23,4,974.54,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
